"Notes","Census Division","Census Division Code","Year","Year Code","Month","Month Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jul., 2000","2000/07","55-64 years","55-64",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jul., 2000","2000/07","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jul., 2000","2000/07","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jul., 2000","2000/07","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Jul., 2000","2000/07","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","< 1 year","1",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","15-24 years","15-24",20,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","25-34 years","25-34",34,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","35-44 years","35-44",61,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","45-54 years","45-54",39,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","55-64 years","55-64",13,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Aug., 2000","2000/08","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","15-24 years","15-24",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","25-34 years","25-34",39,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","35-44 years","35-44",70,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","45-54 years","45-54",40,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","55-64 years","55-64",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Sep., 2000","2000/09","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","15-24 years","15-24",16,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","25-34 years","25-34",46,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","35-44 years","35-44",67,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","45-54 years","45-54",37,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","55-64 years","55-64",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Oct., 2000","2000/10","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","15-24 years","15-24",25,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","25-34 years","25-34",47,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","35-44 years","35-44",77,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","45-54 years","45-54",54,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","55-64 years","55-64",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Nov., 2000","2000/11","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","15-24 years","15-24",26,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","25-34 years","25-34",51,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","35-44 years","35-44",82,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","45-54 years","45-54",50,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","55-64 years","55-64",16,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2000","2000","Dec., 2000","2000/12","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","15-24 years","15-24",28,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","25-34 years","25-34",44,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","35-44 years","35-44",89,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","45-54 years","45-54",59,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","55-64 years","55-64",11,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jan., 2001","2001/01","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","15-24 years","15-24",23,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","25-34 years","25-34",42,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","35-44 years","35-44",55,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","45-54 years","45-54",35,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","55-64 years","55-64",11,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Feb., 2001","2001/02","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","15-24 years","15-24",21,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","25-34 years","25-34",39,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","35-44 years","35-44",71,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","45-54 years","45-54",64,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","55-64 years","55-64",11,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Mar., 2001","2001/03","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","15-24 years","15-24",17,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","25-34 years","25-34",49,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","35-44 years","35-44",108,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","45-54 years","45-54",65,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","55-64 years","55-64",14,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Apr., 2001","2001/04","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","1-4 years","1-4",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","5-14 years","5-14",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","15-24 years","15-24",28,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","25-34 years","25-34",32,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","35-44 years","35-44",88,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","45-54 years","45-54",68,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","55-64 years","55-64",18,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","85+ years","85+",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","May, 2001","2001/05","Not Stated","NS",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","< 1 year","1",0,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","1-4 years","1-4",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","5-14 years","5-14",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","15-24 years","15-24",20,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","25-34 years","25-34",56,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","35-44 years","35-44",98,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","45-54 years","45-54",96,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","55-64 years","55-64",13,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","65-74 years","65-74",Suppressed,Not Applicable,Not Applicable
,"Division 2: Middle Atlantic","CENS-D2","2001","2001","Jun., 2001","2001/06","75-84 years","75-84",Suppressed,Not Applicable,Not Applicable
